,id,n_tokens,n_axes,show_shadow,n_bananas,n_scorpions,response_time_sender,response_time_interpreter,signal,world,opened
668,6279,1,2,0,1,2,5836,3169,"0, 1, 0","0, 1, 0","0, 1, 0"
197,6280,2,1,1,2,1,5318,4680,"0, 1, 1","0, 1, 1","0, 1, 0"
672,6281,1,1,0,1,2,3439,3727,"0, 1, 0","0, 1, 0","0, 1, 0"
611,6282,1,2,1,2,1,3600,5557,"0, 0, 1","1, 0, 1","1, 1, 0"
1021,6283,1,2,0,2,1,3425,5680,"0, 0, 1","0, 1, 1","0, 0, 1"
45,6284,2,2,1,2,1,5661,12219,"1, 1, 0","1, 1, 0","1, 1, 0"
658,6285,1,1,1,2,1,2926,2524,"1, 0, 0","1, 1, 0","1, 0, 0"
670,6286,2,2,0,1,2,4045,6349,"0, 0, 1","0, 0, 1","1, 1, 0"
667,6287,1,2,1,1,2,4042,5417,"0, 0, 1","0, 0, 1","0, 0, 1"
882,6288,1,2,1,2,1,14258,8413,"0, 1, 0","1, 0, 1","1, 0, 1"
738,6289,1,1,0,2,1,31723,5910,"1, 0, 0","1, 0, 1","1, 0, 0"
31,6290,1,2,1,1,2,15718,5086,"1, 0, 0","1, 0, 0","1, 0, 0"
906,6291,1,1,0,1,2,9773,5234,"0, 1, 0","0, 1, 0","0, 1, 0"
36,6292,1,1,1,1,2,4989,3637,"1, 0, 0","1, 0, 0","1, 0, 0"
887,6293,2,2,0,1,2,82983,11477,"1, 0, 0","1, 0, 0","1, 0, 0"
33,6294,2,1,1,2,1,5984,9347,"0, 1, 1","0, 1, 1","0, 1, 0"
61,6295,2,1,1,1,2,3511,10009,"1, 0, 0","1, 0, 0","1, 0, 0"
64,6296,1,1,1,2,1,19768,3492,"1, 0, 0","0, 1, 1","1, 0, 0"
125,6297,1,2,0,1,2,20844,3255,"0, 0, 1","0, 0, 1","0, 0, 1"
60,6298,2,2,1,1,2,8039,3721,"1, 0, 0","1, 0, 0","1, 0, 0"
913,6299,2,2,1,2,1,5183,11180,"1, 1, 0","1, 1, 0","1, 1, 0"
92,6300,2,1,0,1,2,3654,2869,"0, 0, 1","0, 0, 1","0, 0, 1"
66,6301,2,1,0,2,1,5594,14186,"1, 0, 1","1, 0, 1","0, 1, 0"
62,6302,1,2,0,2,1,20222,6949,"1, 0, 0","1, 0, 1","1, 0, 0"
964,6303,2,2,0,2,1,4490,6041,"1, 0, 1","1, 0, 1","1, 0, 1"
71,6304,1,1,0,2,1,3929,2909,"1, 0, 0","1, 0, 1","1, 0, 0"
75,6305,1,1,0,1,2,2732,4175,"0, 1, 0","0, 1, 0","0, 1, 0"
918,6306,2,2,0,1,2,7488,3128,"0, 1, 0","0, 1, 0","0, 1, 0"
676,6307,2,1,1,1,2,2776,2709,"0, 0, 1","0, 0, 1","0, 0, 1"
705,6308,1,2,0,1,2,2719,6104,"0, 0, 1","0, 0, 1","0, 0, 1"
708,6309,2,2,1,2,1,4841,4887,"1, 1, 0","1, 1, 0","1, 1, 0"
704,6310,2,1,0,2,1,3311,3060,"0, 1, 0","0, 1, 1","0, 1, 0"
632,6311,2,2,0,2,1,3959,8576,"1, 0, 1","1, 0, 1","1, 0, 1"
68,6312,1,2,1,2,1,2589,8493,"0, 0, 1","0, 1, 1","1, 1, 0"
74,6313,1,2,1,1,2,3727,2989,"1, 0, 0","1, 0, 0","1, 0, 0"
72,6314,1,1,1,1,2,2549,5256,"0, 1, 0","0, 1, 0","0, 1, 0"
682,6315,2,1,1,2,1,5056,3431,"0, 1, 1","0, 1, 1","0, 1, 0"
65,6316,1,1,1,2,1,4012,6519,"1, 0, 0","1, 1, 0","1, 0, 0"
69,6317,2,2,1,1,2,3024,3719,"0, 1, 0","0, 1, 0","0, 1, 0"
70,6318,2,1,0,1,2,3747,3599,"0, 0, 1","0, 0, 1","0, 0, 1"
690,6319,1,2,0,2,1,8692,7432,"0, 1, 0","0, 1, 1","1, 0, 1"
939,6320,2,2,1,2,1,5079,10213,"1, 1, 0","1, 1, 0","1, 1, 0"
84,6321,2,1,1,2,1,7542,3162,"1, 1, 0","1, 1, 0","1, 0, 0"
755,6322,1,1,0,2,1,2817,11680,"0, 1, 0","0, 1, 1","0, 1, 0"
709,6323,2,1,0,2,1,5295,3879,"1, 1, 0","1, 1, 0","1, 0, 0"
707,6324,1,1,1,2,1,3205,7810,"1, 0, 0","1, 0, 1","0, 0, 1"
822,6325,1,1,0,1,2,2859,2175,"0, 0, 1","0, 0, 1","0, 0, 0"
710,6326,2,2,0,2,1,3937,6079,"1, 0, 1","1, 0, 1","1, 0, 1"
706,6327,2,2,1,1,2,3859,4747,"1, 0, 0","1, 0, 0","1, 0, 0"
973,6328,2,2,0,1,2,2832,7889,"0, 0, 1","0, 0, 1","0, 0, 1"
711,6329,1,2,1,2,1,2830,4391,"0, 1, 0","0, 1, 1","0, 1, 0"
702,6330,2,1,0,1,2,2632,2720,"1, 0, 0","1, 0, 0","1, 0, 0"
719,6331,2,1,1,1,2,3152,2898,"1, 0, 0","1, 0, 0","1, 0, 0"
827,6332,1,2,1,1,2,5248,3512,"1, 0, 0","1, 0, 0","1, 0, 0"
716,6333,1,2,0,2,1,3367,6726,"1, 0, 0","1, 0, 1","0, 1, 1"
712,6334,1,2,0,1,2,2798,3285,"1, 0, 0","1, 0, 0","0, 0, 1"
714,6335,1,1,1,1,2,5795,1837,"1, 0, 0","1, 0, 0","1, 0, 0"
552,6336,2,2,0,1,2,3645,8245,"1, 0, 0","1, 0, 0","0, 1, 1"
717,6337,2,2,1,2,1,4717,3234,"1, 0, 1","1, 0, 1","1, 0, 1"
382,6338,1,2,1,2,1,2756,4586,"0, 1, 0","0, 1, 1","1, 0, 1"
725,6339,2,1,1,2,1,6886,3354,"1, 1, 0","1, 1, 0","1, 0, 0"
789,6340,2,1,0,1,2,2358,3747,"0, 1, 0","0, 1, 0","0, 1, 0"
997,6341,1,1,0,2,1,2689,5689,"0, 1, 0","0, 1, 1","0, 1, 0"
1007,6342,2,1,1,1,2,3152,5599,"0, 1, 0","0, 1, 0","0, 1, 0"
730,6343,2,1,0,2,1,4579,9552,"1, 0, 1","1, 0, 1","1, 0, 0"
613,6344,1,2,1,1,2,2562,3392,"0, 0, 1","0, 0, 1","0, 0, 1"
721,6345,1,1,1,2,1,3138,5511,"0, 1, 0","1, 1, 0","0, 0, 1"
726,6346,1,2,0,2,1,2439,2848,"0, 1, 0","0, 1, 1","0, 1, 0"
720,6347,1,1,0,1,2,3753,5112,"1, 0, 0","1, 0, 0","1, 0, 0"
784,6348,1,2,0,1,2,2716,2103,"1, 0, 0","1, 0, 0","1, 0, 0"
728,6349,2,2,0,2,1,4275,2891,"0, 1, 1","0, 1, 1","0, 1, 1"
722,6350,1,1,1,1,2,3124,6624,"0, 1, 0","0, 1, 0","0, 1, 0"
482,6351,2,2,1,1,2,2862,3213,"1, 0, 0","1, 0, 0","0, 0, 0"
975,6352,2,1,1,1,2,3536,3753,"1, 0, 0","1, 0, 0","1, 0, 0"
96,6353,2,2,0,2,1,9307,14576,"1, 1, 0","1, 1, 0","1, 1, 0"
477,6354,2,1,1,2,1,4057,10064,"1, 1, 0","1, 1, 0","1, 0, 0"
764,6355,1,2,0,2,1,25003,5644,"0, 1, 0","1, 0, 1","0, 1, 0"
765,6356,2,2,0,1,2,2735,7755,"0, 0, 1","0, 0, 1","1, 1, 0"
745,6357,2,1,0,2,1,5415,7221,"1, 0, 1","1, 0, 1","0, 1, 0"
744,6358,1,1,1,1,2,3663,3511,"1, 0, 0","1, 0, 0","1, 0, 0"
739,6359,2,1,0,1,2,2911,2936,"0, 1, 0","0, 1, 0","0, 1, 0"
773,6360,1,1,0,1,2,2464,4340,"0, 0, 1","0, 0, 1","0, 0, 1"
733,6361,2,2,1,2,1,3996,18635,"0, 1, 1","0, 1, 1","0, 1, 1"
896,6362,1,2,1,1,2,2830,4052,"1, 0, 0","1, 0, 0","1, 0, 0"
120,6363,2,2,1,1,2,2864,2983,"1, 0, 0","1, 0, 0","1, 0, 0"
737,6364,1,1,0,2,1,11656,3909,"1, 0, 0","0, 1, 1","1, 0, 0"
743,6365,1,2,0,1,2,3703,4835,"0, 1, 0","0, 1, 0","0, 1, 0"
736,6366,1,2,1,2,1,4494,2835,"1, 0, 0","0, 1, 1","1, 0, 0"
746,6367,1,1,1,2,1,6624,4874,"0, 0, 1","1, 1, 0","0, 1, 0"
966,6368,2,2,0,2,1,4513,6450,"0, 1, 1","0, 1, 1","0, 1, 1"
751,6369,1,2,0,2,1,2971,4034,"1, 0, 0","1, 1, 0","1, 0, 0"
747,6370,2,1,0,2,1,4759,5181,"0, 1, 1","0, 1, 1","0, 1, 0"
678,6371,2,1,0,1,2,4046,4570,"0, 1, 0","0, 1, 0","0, 1, 0"
933,6372,2,2,1,2,1,5337,3820,"1, 1, 0","1, 1, 0","1, 1, 0"
752,6373,2,2,1,1,2,7396,2815,"1, 0, 0","1, 0, 0","1, 0, 0"
741,6374,1,2,0,1,2,3275,2304,"1, 0, 0","1, 0, 0","1, 0, 0"
616,6375,1,1,1,2,1,9099,2963,"1, 0, 0","1, 0, 1","1, 0, 0"
990,6376,2,1,1,1,2,4156,2548,"0, 1, 0","0, 1, 0","0, 1, 0"
753,6377,2,1,1,2,1,6542,3605,"1, 1, 0","1, 1, 0","1, 0, 0"
902,6378,2,2,0,1,2,5463,3037,"0, 0, 1","0, 0, 1","0, 0, 1"
750,6379,1,1,1,1,2,4101,2875,"1, 0, 0","1, 0, 0","1, 0, 0"
748,6380,1,1,0,1,2,10079,2827,"0, 1, 0","0, 1, 0","0, 1, 0"
100,6381,1,2,1,1,2,7420,3830,"0, 1, 0","0, 1, 0","0, 1, 0"
775,6382,1,1,0,2,1,6094,2617,"0, 1, 0","0, 1, 1","0, 1, 0"
749,6383,1,2,1,2,1,4460,13961,"0, 1, 0","1, 1, 0","1, 0, 1"
962,6384,2,2,1,1,2,4667,5944,"0, 0, 1","0, 0, 1","0, 0, 1"
108,6385,1,1,1,1,2,9603,3454,"0, 0, 1","0, 0, 1","0, 0, 1"
696,6386,2,2,0,2,1,8307,5870,"1, 1, 0","1, 1, 0","1, 1, 0"
101,6387,1,2,0,1,2,5760,11316,"0, 1, 0","0, 1, 0","0, 1, 0"
106,6388,1,1,0,1,2,4431,4728,"0, 0, 1","0, 0, 1","0, 0, 1"
109,6389,1,2,0,2,1,8439,1762,"1, 0, 0","1, 1, 0","0, 0, 0"
684,6390,1,1,1,2,1,13552,6768,"1, 0, 0","0, 1, 1","1, 0, 0"
104,6391,1,2,1,1,2,3081,2596,"1, 0, 0","1, 0, 0","1, 0, 0"
111,6392,2,1,0,2,1,6029,4139,"0, 1, 1","0, 1, 1","1, 0, 0"
754,6393,2,1,1,1,2,6997,4004,"0, 0, 1","0, 0, 1","0, 0, 1"
105,6394,1,1,0,2,1,4635,3615,"1, 0, 0","1, 1, 0","1, 0, 0"
107,6395,2,1,0,1,2,6622,3288,"0, 0, 1","0, 0, 1","0, 0, 1"
989,6396,2,1,1,2,1,7176,4609,"1, 1, 0","1, 1, 0","1, 0, 0"
831,6397,1,2,1,2,1,9008,6735,"0, 1, 0","1, 0, 1","1, 0, 1"
102,6398,2,2,1,2,1,8587,5680,"0, 1, 1","0, 1, 1","0, 1, 1"
103,6399,2,2,0,1,2,3432,2155,"0, 1, 0","0, 1, 0","0, 1, 0"
862,6400,1,1,0,1,2,4780,3974,"1, 0, 0","1, 0, 0","1, 0, 0"
905,6401,2,1,1,1,2,6448,3640,"1, 0, 0","1, 0, 0","1, 0, 0"
1005,6402,2,2,1,2,1,6608,5158,"1, 1, 0","1, 1, 0","1, 1, 0"
115,6403,2,2,0,2,1,4805,4703,"1, 0, 1","1, 0, 1","1, 0, 1"
116,6404,1,2,1,1,2,3831,4539,"0, 0, 1","0, 0, 1","0, 0, 1"
1018,6405,2,1,1,2,1,14403,5512,"0, 1, 1","0, 1, 1","0, 1, 0"
523,6406,2,2,1,1,2,3230,1672,"1, 0, 0","1, 0, 0","1, 0, 0"
785,6407,1,2,0,2,1,4402,5576,"1, 0, 0","1, 0, 1","1, 0, 0"
783,6408,1,1,0,2,1,2990,3104,"0, 0, 1","0, 1, 1","0, 0, 1"
1011,6409,2,2,0,1,2,7146,3812,"1, 0, 0","1, 0, 0","1, 0, 0"
786,6410,1,2,0,1,2,7886,4267,"0, 1, 0","0, 1, 0","1, 0, 1"
778,6411,2,1,0,2,1,5752,4333,"1, 0, 1","1, 0, 1","0, 1, 0"
788,6412,1,2,1,2,1,7241,7012,"0, 0, 1","1, 1, 0","1, 1, 0"
781,6413,1,1,1,1,2,3792,3746,"0, 1, 0","0, 1, 0","0, 1, 0"
782,6414,1,1,1,2,1,3176,2174,"0, 0, 1","1, 1, 0","0, 0, 1"
787,6415,2,1,0,1,2,13371,2412,"0, 0, 1","0, 0, 1","0, 0, 1"
